Title,Date,Link,Company
Optometrist – Malindi at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/optometrist-malindi-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Laboratory Technologist – Kerugoya at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/laboratory-technologist-kerugoya-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Nurse – Kerugoya at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/nurse-kerugoya-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
"Specialist, IT Platform Support Operations at NCBA Group", 30/Jan/2023,https://jobwebkenya.com/jobs/specialist-platform-support-operations-ncba-group/,NCBA Group
Business Development Manager at NCBA Group, 30/Jan/2023,https://jobwebkenya.com/jobs/business-development-manager-ncba-group-2/,NCBA Group
Freelance Business Solutions Executives at Nation Media Group, 30/Jan/2023,https://jobwebkenya.com/jobs/freelance-business-solutions-executives-nation-media-group-2/,Nation Media Group
Network Engineer at Nation Media Group, 30/Jan/2023,https://jobwebkenya.com/jobs/network-engineer-nation-media-group-3/,Nation Media Group
HTS Counselors – 7 Positions at Centre for Health Solutions – Kenya (CHS), 30/Jan/2023,https://jobwebkenya.com/jobs/hts-counselors-7-positions-centre-health-solutions-kenya-chs/,
Biomedical Officers – 7 Positions at Centre for Health Solutions – Kenya (CHS), 30/Jan/2023,https://jobwebkenya.com/jobs/biomedical-officers-7-positions-centre-health-solutions-kenya-chs/,Centre for Health Solutions – Kenya (CHS)
Agroecology Specialist at World Wide Fund for Nature (WWF) Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/agroecology-specialist-world-wide-fund-nature-wwf-kenya/,World Wide Fund for Nature (WWF) Kenya
Driver at World Wide Fund for Nature (WWF) Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/driver-world-wide-fund-nature-wwf-kenya/,World Wide Fund for Nature (WWF) Kenya
National Forest Programme Coordinator at World Wide Fund for Nature (WWF) Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/national-forest-programme-coordinator-world-wide-fund-nature-wwf-kenya/,World Wide Fund for Nature (WWF) Kenya
Legal Assistant at Cytonn Investments, 30/Jan/2023,https://jobwebkenya.com/jobs/legal-assistant-cytonn-investments-3/,Cytonn Investments
Correspondent at Royal Media Group, 30/Jan/2023,https://jobwebkenya.com/jobs/correspondent-royal-media-group-2/,Royal Media Group
"Terms of Reference: Senior Manager, Impact (Individual Consultant) at Girl Effect", 30/Jan/2023,https://jobwebkenya.com/jobs/terms-reference-senior-manager-impact-individual-consultant-girl-effect/,Girl Effect
Senior IT Assistant at United Nations High Commissioner for Refugees (UNHCR), 30/Jan/2023,https://jobwebkenya.com/jobs/senior-assistant-united-nations-high-commissioner-refugees-unhcr/,United Nations High Commissioner for Refugees (UNHCR)
Managing Director (Banking) at Summit Recruitment and Search, 30/Jan/2023,https://jobwebkenya.com/jobs/managing-director-banking-summit-recruitment-search/,Summit Recruitment and Search
Statistician at UN-Habitat, 30/Jan/2023,https://jobwebkenya.com/jobs/statistician-un-habitat-2/,UN-Habitat
Branch Manager at Janta Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/branch-manager-janta-kenya-3/,Janta Kenya
Administration Assistant at Janta Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/administration-assistant-janta-kenya/,Janta Kenya
Finance Assistant – Credit Control at Kenya Orient Insurance Limited, 30/Jan/2023,https://jobwebkenya.com/jobs/finance-assistant-credit-control-kenya-orient-insurance-limited/,Kenya Orient Insurance Limited
Audit Associate at Kenya Orient Insurance Limited, 30/Jan/2023,https://jobwebkenya.com/jobs/audit-associate-kenya-orient-insurance-limited/,Kenya Orient Insurance Limited
Finance Assistant – Payables at Kenya Orient Insurance Limited, 30/Jan/2023,https://jobwebkenya.com/jobs/finance-assistant-payables-kenya-orient-insurance-limited/,Kenya Orient Insurance Limited
Call for Proposal for Facilitation of Heca Staff Team Building Retreat at Oxfam, 30/Jan/2023,https://jobwebkenya.com/jobs/call-proposal-facilitation-heca-staff-team-building-retreat-oxfam/,Oxfam
Data Analyst at Farsight Africa Group, 30/Jan/2023,https://jobwebkenya.com/jobs/data-analyst-farsight-africa-group-2/,Farsight Africa Group
Facilities Project Management Officer at CURE International, 30/Jan/2023,https://jobwebkenya.com/jobs/facilities-project-management-officer-cure-international/,CURE International
Head of Recovery & Remedial Management at Antal International, 30/Jan/2023,https://jobwebkenya.com/jobs/head-recovery-remedial-management-antal-international-2/,Antal International
MEL and CLA Director at ACDI/VOCA, 30/Jan/2023,https://jobwebkenya.com/jobs/mel-cla-director-acdivoca/,ACDI/VOCA
Commercial & Conveyancing Advocate at Ital Global, 30/Jan/2023,https://jobwebkenya.com/jobs/commercial-conveyancing-advocate-ital-global-4/,Ital Global
Senior Service Desk Analyst at Nation Media Group, 30/Jan/2023,https://jobwebkenya.com/jobs/senior-service-desk-analyst-nation-media-group-2/,Nation Media Group
"Project Director, Mitigating Antimalarial Drug Resistance in Africa at Population Services International (PSI)", 30/Jan/2023,https://jobwebkenya.com/jobs/project-director-mitigating-antimalarial-drug-resistance-africa-population-services-international-psi/,Population Services International (PSI)
"Programme Policy Officer (School Feeding and HIV/TB Specialist), Consultant, Level II at World Food Programme (WFP)", 30/Jan/2023,https://jobwebkenya.com/jobs/programme-policy-officer-school-feeding-hivtb-specialist-consultant-level-ii-world-food-programme-wfp/,World Food Programme (WFP)
"Nutrition Specialist (Emergency Response), Consultant, Level II at World Food Programme (WFP)", 30/Jan/2023,https://jobwebkenya.com/jobs/nutrition-specialist-emergency-response-consultant-level-ii-world-food-programme-wfp/,World Food Programme (WFP)
Finance and Budget Assistant at United Nations Environment Programme (UNEP), 30/Jan/2023,https://jobwebkenya.com/jobs/finance-budget-assistant-united-nations-environment-programme-unep-10/,United Nations Environment Programme (UNEP)
Chief Scientist – Social at Wildlife Works, 30/Jan/2023,https://jobwebkenya.com/jobs/chief-scientist-social-wildlife-works/,Wildlife Works
Customer Service Agent at Q-Sourcing Servtec Group, 30/Jan/2023,https://jobwebkenya.com/jobs/customer-service-agent-q-sourcing-servtec-group/,Q-Sourcing Servtec Group
Chief of Party – Tumikia Mtoto Project at World Vision Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/chief-party-tumikia-mtoto-project-world-vision-kenya/,World Vision Kenya
Grants & Compliance Manager – Tumikia Mtoto Project at World Vision Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/grants-compliance-manager-tumikia-mtoto-project-world-vision-kenya/,World Vision Kenya
Senior project Development and Grant Officer at ACTED, 30/Jan/2023,https://jobwebkenya.com/jobs/241670/,ACTED
Finance Intern at ACTED, 30/Jan/2023,https://jobwebkenya.com/jobs/finance-intern-acted/,ACTED
Technical Advisor at Chemonics International, 30/Jan/2023,https://jobwebkenya.com/jobs/technical-advisor-chemonics-international/,Chemonics International
Cooler Technician at The Coca-Cola Company, 30/Jan/2023,https://jobwebkenya.com/jobs/cooler-technician-coca-cola-company-3/,The Coca-Cola Company
Consultant – Microbiology (Bacteriology) Laboratory at World Health Organization (WHO), 30/Jan/2023,https://jobwebkenya.com/jobs/consultant-microbiology-bacteriology-laboratory-world-health-organization/,World Health Organization (WHO)
Consultant – Health Policy and Systems Research (HSR) at World Health Organization (WHO), 30/Jan/2023,https://jobwebkenya.com/jobs/consultant-health-policy-systems-research-hsr-world-health-organization-3/,World Health Organization (WHO)
Consultant – Data Manager at World Health Organization (WHO), 30/Jan/2023,https://jobwebkenya.com/jobs/consultant-data-manager-world-health-organization/,World Health Organization (WHO)
Specialist Corporate Trainers at Value Link Training and Management Consultants, 30/Jan/2023,https://jobwebkenya.com/jobs/specialist-corporate-trainers-value-link-training-management-consultants/,
Senior Key Account Manager at Thermo Fisher Scientific, 27/Jan/2023,https://jobwebkenya.com/jobs/senior-key-account-manager-thermo-fisher-scientific/,Thermo Fisher Scientific
Regional Lead at Village Capital, 27/Jan/2023,https://jobwebkenya.com/jobs/regional-lead-village-capital/,Village Capital
Senior Software Engineer at TrustWave App, 27/Jan/2023,https://jobwebkenya.com/jobs/senior-software-engineer-trustwave-app/,TrustWave App
Marketing Coordinator at Home & Beyond, 27/Jan/2023,https://jobwebkenya.com/jobs/marketing-coordinator-home-beyond/,Home & Beyond
Tours Sales Consultant – 3 Positions at Natural World Kenya Safaris, 27/Jan/2023,https://jobwebkenya.com/jobs/tours-sales-consultant-3-positions-natural-world-kenya-safaris/,Natural World Kenya Safaris
"Investment Manager PE, Access to Energy Africa at Triple Jump", 27/Jan/2023,https://jobwebkenya.com/jobs/investment-manager-pe-access-energy-africa-triple-jump/,Triple Jump
"Safeguarding and Wellbeing Coordinator at Aga Khan Education Service, Kenya (AKESK)", 27/Jan/2023,https://jobwebkenya.com/jobs/safeguarding-wellbeing-coordinator-aga-khan-education-service-kenya-akesk/,"Aga Khan Education Service, Kenya (AKESK)"
Grade 1 and Grade 3 Maternity Cover Teachers at Nova Pioneer, 27/Jan/2023,https://jobwebkenya.com/jobs/grade-1-grade-3-maternity-cover-teachers-nova-pioneer/,Nova Pioneer
Team Leader – Economic Recovery at Danish Refugee Council, 27/Jan/2023,https://jobwebkenya.com/jobs/team-leader-economic-recovery-danish-refugee-council/,Danish Refugee Council
Assistant Accountant at Cannon General Insurance (K) Ltd, 27/Jan/2023,https://jobwebkenya.com/jobs/assistant-accountant-cannon-general-insurance-k-ltd/,Cannon General Insurance (K) Ltd
Global Graduate Trainee 2023 at China Mobile International Limited, 27/Jan/2023,https://jobwebkenya.com/jobs/global-graduate-trainee-2023-china-mobile-international-limited/,China Mobile International Limited
Team Leader at Human Capital Synergies Africa Ltd, 27/Jan/2023,https://jobwebkenya.com/jobs/team-leader-human-capital-synergies-africa-ltd/,Human Capital Synergies Africa Ltd
Sales Associate at Siema Technologies, 27/Jan/2023,https://jobwebkenya.com/jobs/sales-associate-siema-technologies/,Siema Technologies
Plumber at ISM Containers, 27/Jan/2023,https://jobwebkenya.com/jobs/plumber-ism-containers/,ISM Containers
Research and Evaluation Officer at Save the Children, 27/Jan/2023,https://jobwebkenya.com/jobs/research-evaluation-officer-save-children/,Save the Children
Research and Evaluation Specialist at Save the Children, 27/Jan/2023,https://jobwebkenya.com/jobs/research-evaluation-specialist-save-children/,Save the Children
Human Resources Officer – National Office at SOS Children’s Villages, 27/Jan/2023,https://jobwebkenya.com/jobs/human-resources-officer-national-office-sos-childrens-villages/,SOS Children’s Villages
Veterinary Sales Representative at Sphinx Pharmaceutical Limited, 27/Jan/2023,https://jobwebkenya.com/jobs/veterinary-sales-representative-sphinx-pharmaceutical-limited/,Sphinx Pharmaceutical Limited
Business Development- AAMC Officer at APA Life Assurance Company Ltd, 27/Jan/2023,https://jobwebkenya.com/jobs/business-development-aamc-officer-apa-life-assurance-company-ltd/,APA Life Assurance Company Ltd
ICT Program Director at Ericsson, 27/Jan/2023,https://jobwebkenya.com/jobs/ict-program-director-ericsson/,Ericsson
IT Infrastructure and Security Specialist at Center for International Forestry Research (CIFOR), 27/Jan/2023,https://jobwebkenya.com/jobs/infrastructure-security-specialist-center-international-forestry-research-cifor/,Center for International Forestry Research (CIFOR)
Resource Mobilization Officer at Center for International Forestry Research (CIFOR), 27/Jan/2023,https://jobwebkenya.com/jobs/resource-mobilization-officer-center-international-forestry-research-cifor/,Center for International Forestry Research (CIFOR)
Technical Writing Intern at Africa Network for Animal Welfare, 27/Jan/2023,https://jobwebkenya.com/jobs/technical-writing-intern-africa-network-animal-welfare/,Africa Network for Animal Welfare
Senior Software Engineer at Microsoft, 27/Jan/2023,https://jobwebkenya.com/jobs/senior-software-engineer-microsoft-8/,Microsoft
"Sr. Manager, Donor Partnerships at Zipline", 27/Jan/2023,https://jobwebkenya.com/jobs/sr-manager-donor-partnerships-zipline/,Zipline
Operator (UDV & Kisumu) at Diageo, 27/Jan/2023,https://jobwebkenya.com/jobs/operator-udv-kisumu-diageo/,Diageo
LPG bobtail Truck Driver at Flexi-Personnel, 27/Jan/2023,https://jobwebkenya.com/jobs/lpg-bobtail-truck-driver-flexi-personnel/,Flexi-Personnel
Strategic Operations Associate at Komaza Kenya, 27/Jan/2023,https://jobwebkenya.com/jobs/strategic-operations-associate-komaza-kenya/,Komaza Kenya
Audit Seniors at Hamilton Recruitment Consultancy, 27/Jan/2023,https://jobwebkenya.com/jobs/audit-seniors-hamilton-recruitment-consultancy-2/,Hamilton Recruitment Consultancy 
Carbon Associate at Komaza Kenya, 27/Jan/2023,https://jobwebkenya.com/jobs/carbon-associate-komaza-kenya/,Komaza Kenya
Programme Accountant at Amref Kenya, 27/Jan/2023,https://jobwebkenya.com/jobs/programme-accountant-amref-kenya-3/,Amref Kenya
Project Manager at ISM Containers, 27/Jan/2023,https://jobwebkenya.com/jobs/project-manager-ism-containers/,ISM Containers
Grants Assistant at Amref Kenya, 27/Jan/2023,https://jobwebkenya.com/jobs/grants-assistant-amref-kenya-2/,Amref Kenya
Group Coordinator (Mumias & Bomet) at Bidhaa Sasa, 27/Jan/2023,https://jobwebkenya.com/jobs/group-coordinator-mumias-bomet-bidhaa-sasa/,Bidhaa Sasa
People and Culture: Talent Aquisition Coordinator at Bidhaa Sasa, 27/Jan/2023,https://jobwebkenya.com/jobs/people-culture-talent-aquisition-coordinator-bidhaa-sasa/,Bidhaa Sasa
"Grants Senior Manager, Kenya Local Food Systems at TechnoServe Kenya", 27/Jan/2023,https://jobwebkenya.com/jobs/grants-senior-manager-kenya-local-food-systems-technoserve-kenya/,TechnoServe Kenya
"Monitoring, Evaluation & Learning (MEL) Senior Manager, Monitoring, Evaluation and Learning (MEL) Advisor – Refugee Teacher Professional Development System Support in Kenya at TechnoServe Kenya", 27/Jan/2023,https://jobwebkenya.com/jobs/monitoring-evaluation-learning-mel-senior-manager-monitoring-evaluation-learning-mel-advisor-refugee-teacher-professional-development-system-support-kenya-technoserve-kenya/,TechnoServe Kenya
"Deputy Chief of Party, Kenya Local Food Systems at TechnoServe Kenya", 27/Jan/2023,https://jobwebkenya.com/jobs/deputy-chief-party-kenya-local-food-systems-technoserve-kenya/,TechnoServe Kenya
"Technical Director, USAID Scaling Inclusive Food Systems at TechnoServe Kenya", 27/Jan/2023,https://jobwebkenya.com/jobs/technical-director-usaid-scaling-inclusive-food-systems-technoserve-kenya/,TechnoServe Kenya
"Cash Transfer Officer Temporary Appointment, 6 months at UNICEF", 27/Jan/2023,https://jobwebkenya.com/jobs/cash-transfer-officer-temporary-appointment-6-months-unicef/,UNICEF 
Operations Manager at UNICEF, 27/Jan/2023,https://jobwebkenya.com/jobs/operations-manager-unicef/,UNICEF
